DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2012-12-15,35-140,SAS,HOME,BOS,W (+15),0,4:14,1,2,.500,1,2,.500,0,0,,1,0,1,0,0,0,0,0,3,2.7,+2,Manu Ginobili
2012-12-17,35-142,SAS,AWAY,OKC,L (-14),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Manu Ginobili
2012-12-18,35-143,SAS,AWAY,DEN,L (-6),0,29:36,5,15,.333,2,9,.222,4,4,1.000,1,5,6,6,2,1,4,2,16,11.8,-3,Manu Ginobili
2012-12-21,35-146,SAS,HOME,NOH,W (+5),0,24:02,3,10,.300,1,3,.333,6,7,.857,0,2,2,7,2,1,2,0,13,13.0,-3,Manu Ginobili
2012-12-23,35-148,SAS,HOME,DAL,W (+38),0,21:08,2,4,.500,1,1,1.000,1,1,1.000,0,4,4,9,4,0,1,2,6,13.7,+19,Manu Ginobili
2012-12-26,35-151,SAS,HOME,TOR,W (+20),0,26:57,4,6,.667,2,2,1.000,4,5,.800,2,3,5,3,0,0,2,3,14,12.2,+23,Manu Ginobili
2012-12-28,35-153,SAS,HOME,HOU,W (+6),0,23:37,7,12,.583,5,9,.556,4,4,1.000,0,2,2,3,3,0,5,3,23,16.9,-4,Manu Ginobili
2012-12-30,35-155,SAS,AWAY,DAL,W (+25),0,25:17,6,12,.500,2,5,.400,6,6,1.000,1,4,5,5,0,0,1,1,20,18.0,+13,Manu Ginobili
2012-12-31,35-156,SAS,HOME,BRK,W (+31),0,20:04,3,4,.750,0,1,.000,2,3,.667,0,3,3,5,3,0,1,1,8,12.0,+19,Manu Ginobili
2013-01-02,35-158,SAS,AWAY,MIL,W (+7),0,27:11,5,12,.417,2,3,.667,4,6,.667,1,1,2,6,2,0,1,3,16,13.8,-1,Manu Ginobili
2013-01-03,35-159,SAS,AWAY,NYK,L (-17),0,23:54,2,10,.200,2,5,.400,2,2,1.000,0,1,1,1,1,0,2,3,8,0.6,-13,Manu Ginobili
2013-01-05,35-161,SAS,HOME,PHI,W (+23),0,26:11,6,10,.600,2,5,.400,5,5,1.000,1,6,7,4,1,0,5,2,19,14.9,+11,Manu Ginobili
2013-01-07,35-163,SAS,AWAY,NOH,L (-7),0,24:44,7,13,.538,2,5,.400,5,5,1.000,1,4,5,4,2,0,2,2,21,18.6,-8,Manu Ginobili
2013-01-09,35-165,SAS,HOME,LAL,W (+3),0,28:27,6,14,.429,2,7,.286,5,6,.833,1,7,8,4,1,0,2,4,19,14.2,+11,Manu Ginobili
2013-01-11,35-167,SAS,AWAY,MEM,L (-3),0,35:31,5,11,.455,4,9,.444,0,0,,1,5,6,5,1,0,3,1,14,11.6,+3,Manu Ginobili
2013-01-13,35-169,SAS,HOME,MIN,W (+18),0,12:29,6,11,.545,0,1,.000,0,0,,0,1,1,5,2,1,0,1,12,12.8,+13,Manu Ginobili
2013-01-23,35-179,SAS,HOME,NOH,W (+4),0,16:54,3,7,.429,0,0,,3,5,.600,0,1,1,5,3,1,1,2,9,10.2,+4,Manu Ginobili
2013-01-25,35-181,SAS,AWAY,DAL,W (+6),0,8:11,0,2,.000,0,1,.000,0,0,,0,2,2,1,1,0,1,0,0,-0.1,-2,Manu Ginobili
2013-01-26,35-182,SAS,HOME,PHO,W (+9),0,21:52,5,9,.556,2,5,.400,8,10,.800,0,3,3,2,3,0,2,2,20,17.4,+9,Manu Ginobili
2013-01-30,35-186,SAS,HOME,CHA,W (+24),0,21:07,3,5,.600,0,1,.000,3,3,1.000,2,3,5,6,2,0,3,2,9,11.4,+9,Manu Ginobili
2013-02-02,35-189,SAS,HOME,WAS,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Manu Ginobili
2013-02-13,35-200,SAS,AWAY,CLE,W (+1),0,9:43,2,4,.500,1,1,1.000,0,0,,0,1,1,6,0,0,1,0,5,6.5,-4,Manu Ginobili
2013-02-19,35-206,SAS,AWAY,SAC,W (+6),0,18:56,4,8,.500,1,4,.250,3,4,.750,1,6,7,2,0,0,1,2,12,9.7,-2,Manu Ginobili
2013-02-21,35-208,SAS,AWAY,LAC,W (+26),0,17:01,3,5,.600,1,1,1.000,3,4,.750,1,2,3,2,0,0,4,2,10,5.2,+16,Manu Ginobili
2013-02-22,35-209,SAS,AWAY,GSW,L (-6),0,26:53,8,17,.471,0,5,.000,2,3,.667,1,4,5,2,2,0,2,3,18,11.0,-9,Manu Ginobili
2013-02-24,35-211,SAS,AWAY,PHO,W (+10),0,24:02,1,5,.200,0,0,,10,15,.667,0,3,3,6,3,1,4,2,12,10.9,+6,Manu Ginobili
2013-02-27,35-214,SAS,HOME,PHO,L (-4),0,29:38,2,8,.250,2,6,.333,4,6,.667,1,2,3,3,1,0,1,4,10,6.2,-13,Manu Ginobili
2013-03-01,35-216,SAS,HOME,SAC,W (+28),0,22:56,4,7,.571,0,2,.000,1,3,.333,1,3,4,15,3,0,1,0,9,19.0,+19,Manu Ginobili
2013-03-03,35-218,SAS,HOME,DET,W (+39),0,22:28,6,8,.750,3,4,.750,2,2,1.000,0,2,2,3,3,0,1,2,17,17.7,+19,Manu Ginobili
2013-03-06,35-221,SAS,HOME,CHI,W (+18),0,26:15,7,14,.500,3,5,.600,1,1,1.000,1,2,3,9,0,0,4,2,18,13.8,+11,Manu Ginobili
2013-03-08,35-223,SAS,HOME,POR,L (-30),0,23:30,6,15,.400,2,7,.286,2,2,1.000,0,0,0,3,0,1,4,2,16,5.9,-20,Manu Ginobili
2013-03-11,35-226,SAS,HOME,OKC,W (+12),0,24:09,4,11,.364,1,4,.250,3,4,.750,1,3,4,4,1,0,4,1,12,6.5,-4,Manu Ginobili
2013-03-12,35-227,SAS,AWAY,MIN,L (-24),0,21:37,2,10,.200,0,4,.000,3,4,.750,0,0,0,1,0,0,2,2,7,-1.7,-30,Manu Ginobili
2013-03-14,35-229,SAS,HOME,DAL,W (+1),0,28:07,2,9,.222,0,1,.000,3,4,.750,1,4,5,9,2,0,2,1,7,8.9,-4,Manu Ginobili
2013-03-16,35-231,SAS,HOME,CLE,W (+6),0,26:00,4,9,.444,1,4,.250,5,8,.625,0,0,0,10,1,0,3,3,14,11.9,+6,Manu Ginobili
2013-03-20,35-235,SAS,HOME,GSW,W (+11),0,28:01,5,16,.313,2,8,.250,4,4,1.000,2,1,3,7,1,0,4,2,16,9.6,+13,Manu Ginobili
2013-03-22,35-237,SAS,HOME,UTA,W (+7),0,27:46,2,9,.222,1,5,.200,0,0,,0,4,4,1,2,0,5,2,5,-2.4,-12,Manu Ginobili
2013-03-24,35-239,SAS,AWAY,HOU,L (-1),0,27:16,1,6,.167,1,2,.500,0,0,,2,3,5,4,1,1,1,1,3,4.6,-12,Manu Ginobili
2013-03-27,35-242,SAS,HOME,DEN,W (+1),0,27:05,4,9,.444,1,1,1.000,0,0,,0,1,1,4,1,1,3,4,9,4.5,-4,Manu Ginobili
2013-03-29,35-244,SAS,HOME,LAC,W (+2),0,2:42,0,1,.000,0,0,,2,2,1.000,0,1,1,2,0,0,0,0,2,3.0,-1,Manu Ginobili
2013-04-17,35-263,SAS,HOME,MIN,L (-13),0,11:46,1,4,.250,0,2,.000,0,0,,0,1,1,2,0,0,2,1,2,-1.1,+10,Manu Ginobili
